display_label,builder_count,type_count,types,assignment_by_builder
Frictional Games,9,2,"organization, unknown",qwen35_0_8b=unknown; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Gareth Mon Jones,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=unknown; gemma3_12b=person
Gaza Sky Geeks Ibtikar Fund,9,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=unknown
Globes,9,2,"content, organization",qwen35_2b=content; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=content; qwen3_4b=organization; qwen3_8b=content; gemma3_4b=content; gemma3_12b=organization
Gmail,9,2,"content, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization
Good Morning America,9,2,"content, organization",qwen35_0_8b=organization; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=organization; gemma3_4b=content; gemma3_12b=content
Goodbye Volcano High,9,2,"content, unknown",qwen35_0_8b=content; qwen35_2b=unknown; qwen35_4b=content; qwen35_9b=content; qwen3_1_7b=content; qwen3_4b=unknown; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Google LLC,9,2,"organization, unknown",qwen35_0_8b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=unknown; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization
Gravity Falls,9,2,"content, location",qwen35_0_8b=location; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=location; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_4b=location; gemma3_12b=content
HCLTech,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Harris,9,2,"location, person",qwen35_2b=location; qwen35_4b=location; qwen35_9b=location; qwen3_0_6b=person; qwen3_4b=location; qwen3_8b=location; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
Havertz,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Hazel Anneke Dixon,9,2,"content, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=content; gemma3_4b=person; gemma3_12b=person
Helltides,9,2,"event, unknown",qwen35_0_8b=unknown; qwen35_2b=event; qwen35_4b=event; qwen35_9b=event; qwen3_4b=event; qwen3_8b=event; gemma3_1b=event; gemma3_4b=event; gemma3_12b=event
House of Representatives,9,2,"organization, unknown",qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=unknown; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Houston Texans,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
IDF,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Inconceivable,9,2,"content, event",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_12b=content
Induced AI,9,2,"content, organization",qwen35_0_8b=content; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=content; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Insomniac Games,9,2,"developer, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=developer; gemma3_4b=organization; gemma3_12b=organization
International Space Station,9,2,"artifact, event",qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=event; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Investec Wealth & Investment,9,2,"organization, unknown",qwen35_0_8b=unknown; qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
JL,9,2,"author, person",qwen35_0_8b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=author; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Jayden Reed,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=unknown; gemma3_12b=person
Jessica Livingston,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
John Legend,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_4b=unknown; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Jordan Peele,9,2,"method, person",qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=method; gemma3_4b=person; gemma3_12b=person
Josh Dury,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=unknown; gemma3_12b=person
Kaneto Shindo,9,2,"method, person",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=method; gemma3_4b=person; gemma3_12b=person
Kim Kardashian,9,2,"creature, person",qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=creature; gemma3_4b=person; gemma3_12b=person
Kinderman,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Klopp,9,2,"person, unknown",qwen35_0_8b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
LLM,9,2,"concept, event",qwen35_0_8b=concept; qwen35_4b=concept; qwen35_9b=concept; qwen3_0_6b=event; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=concept; gemma3_12b=concept
LaVigne,9,2,"organization, person",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=organization; gemma3_1b=person; gemma3_12b=person
Lasso,9,2,"organization, startup",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=startup; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_12b=organization
Lawrence Livermore National Laboratory,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Lego,9,2,"artifact, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=artifact; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Lenacapavir,9,2,"artifact, content",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=content; gemma3_4b=content; gemma3_12b=artifact
Leopold Wahlstedt,9,2,"person, player",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=player; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Lexyu,9,2,"creator, person",qwen35_0_8b=person; qwen35_2b=creator; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_12b=person
Linda Codega,9,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=unknown; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Los Angeles Chargers,9,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Luis Ceze,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=unknown; gemma3_12b=person
Luminant Age,9,2,"concept, content",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=content; gemma3_4b=concept; gemma3_12b=content
M. Myers,9,2,"author, person",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=author; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
MIT,9,2,"location, organization",qwen35_4b=organization; qwen35_9b=location; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=location; gemma3_12b=organization
Matt Henry,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Messiah of Evil,9,2,"artifact, content",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=content; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
Mike Evans,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Mike Sando,9,2,"method, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=method; gemma3_4b=person; gemma3_12b=person
Misbah-ul-Haq,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Mistral AI,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=unknown; gemma3_4b=organization; gemma3_12b=organization
Monsterhearts,9,2,"content, unknown",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=unknown; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Moomoo,9,2,"location, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Multigroom Series 9000,9,2,"artifact, product",qwen35_0_8b=artifact; qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_4b=product; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Myles Garrett,9,2,"creature, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=creature; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
NFL Network,9,2,"content, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=content; gemma3_4b=organization; gemma3_12b=organization
NHS,9,2,"location, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Neil Shankar,9,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=person; qwen3_0_6b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Neowiz Games,9,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=unknown; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
New England Patriots,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=unknown; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
New Orleans Saints,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=unknown; gemma3_12b=organization
New York City Public Schools,9,2,"location, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=location; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
New York Liberty,9,2,"location, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=location; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Oksana Akinshina,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Oleksandr Usyk,9,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Overwatch,9,2,"content, event",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Packers,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Panthers,9,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Perseid meteor shower,9,2,"data, event",qwen35_2b=data; qwen35_4b=event; qwen35_9b=event; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=event; gemma3_4b=event; gemma3_12b=event
Peter Thiel,9,2,"organization, person",qwen35_2b=organization; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Pfizer,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Philip McErlean,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=unknown; gemma3_12b=person
Portland Trail Blazers,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
ProtonVPN,9,2,"artifact, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=artifact
Puka Nacua,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Radiative Feedback,9,2,"concept, unknown",qwen35_4b=concept; qwen35_9b=concept; qwen3_0_6b=concept; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=concept; gemma3_4b=concept; gemma3_12b=unknown
Ralf Rangnick,9,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Reehil,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Regina Capital Development Corp.,9,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=unknown; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Resident Evil 4,9,2,"content, event",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=event; gemma3_12b=content
Retro Biosciences,9,2,"company, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=company; gemma3_12b=organization
Rich Eisen,9,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Riley Patterson,9,2,"person, player",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=player; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Rio Tinto,9,2,"company, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Romeo Doubs,9,2,"creature, person",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=creature; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Round8 Studio,9,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=unknown; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Rybelsus,9,2,"artifact, content",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=content; gemma3_12b=artifact
S&P Global Market Intelligence,9,2,"content, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Sandro Tonali,9,2,"person, player",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=player; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Santos,9,2,"event, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Seána Kerslake,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Shin Bet,9,2,"method, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=method; gemma3_4b=organization; gemma3_12b=organization
Similarweb,9,2,"data, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=data; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=data
Slice,9,2,"content, organization",qwen35_0_8b=content; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Snowball Earth,9,2,"concept, event",qwen35_2b=event; qwen35_4b=event; qwen35_9b=event; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=event; gemma3_4b=concept; gemma3_12b=event
Sonos Beam (Gen 2),9,2,"artifact, product",qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=artifact
South America,9,2,"location, unknown",qwen35_0_8b=unknown; qwen35_2b=location; qwen35_4b=location; qwen35_9b=location; qwen3_0_6b=location; qwen3_4b=location; qwen3_8b=location; gemma3_4b=location; gemma3_12b=location
Southern Ocean,9,2,"location, unknown",qwen35_2b=unknown; qwen35_4b=location; qwen35_9b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
Space.com,9,2,"content, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Sparx,9,2,"fintechfirm, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=fintechfirm; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_12b=organization
Sportsline,9,2,"content, organization",qwen35_2b=content; qwen35_4b=organization; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_4b=organization; gemma3_12b=organization
Star Entertainment Group,9,2,"company, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Statista,9,2,"data, organization",qwen35_2b=data; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=data; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=data; gemma3_12b=organization
Steam Controller,9,2,"artifact, method",qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=method; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Stefania Casini,9,2,"person, unknown",qwen35_0_8b=unknown; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person
Superalignment Team,9,2,"method, organization",qwen35_0_8b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=method; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Susanne Vejdemo,9,2,"person, unknown",qwen35_0_8b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=unknown; gemma3_12b=person
T.J. Hockenson,9,2,"person, player",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=player; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
T.J. Watt,9,2,"creature, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=creature; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person; gemma3_12b=person
Tada,9,2,"location, organization",qwen35_2b=organization; qwen35_4b=location; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Temu,9,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
Ten Hag,9,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
The Scooby-Doo Project,9,2,"content, event",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_12b=content
The Texas Chainsaw Massacre 2,9,2,"content, film",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_1_7b=film; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Therabody,9,2,"method, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_8b=organization; gemma3_1b=method; gemma3_4b=organization; gemma3_12b=organization
Theriodontia,9,2,"concept, creature",qwen35_0_8b=concept; qwen35_2b=concept; qwen35_4b=concept; qwen35_9b=concept; qwen3_0_6b=concept; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=creature
Thorns,9,2,"concept, method",qwen35_0_8b=concept; qwen35_2b=method; qwen35_4b=concept; qwen35_9b=concept; qwen3_0_6b=method; qwen3_1_7b=method; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=method
Tony Hawk's Pro Skater,9,2,"content, event",qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
